Job Board,Post URL,Company Name,Industry,Location,Position/Title,Skills,Seniority Level,"Job Type (i,e. Remote, Hybrid, On Premise)",Minimum Years Experience
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d33a57ef&cb=1678920214452&jobListingId=1008134857812&cpc=B576E40E3A51D23B&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-5cb56083b4f8aa75--6NYlbfkN0BFCX_qm-F1XnhEgluT3cIbhJuaQBpqkOVnToNFkH43A4WFbfIUri4bfGlifpEk_Ew9l8QQy3FM6kqhfwT1hP-l4U9NZt8ip2_hiUmmf6c5GV2Vvg_rYZfVn4aIeX4PL3MnTZm3OGm7uBYHhjkcFXiAs4_bp6dP-TvMDaxICUD67yITbJE81aFxeHvW0QtTD0mi2Tok_JpzmofKEdQjZy82E3GNjboR1DGwuTMXW8bC3b9AGU_ZLobhmObuI9eEH4DOccqnkaIb2EfjgoItrSDIPqC_JPAxGq-cXOY1y5Sxb2uKVNr4hRbChodjseHPvKMQCSC4K-wgSuDhO75ZRBAahmfVvYs54u3HxlPg2IZUrdkmULC_-6r95CSYmjws_-fyCXwwAIR6HG_MPYUJbQw-E-ICAM8laveVbQ8dmJ18UzuYN__47FH5uYdwUJpIrdI86X8yXB7Z5feqyuFXI5JtwrhAfSWFNtBKJTNRw8hdDcs4CNkYF5NRjIx54IsvWKtX2CRWTk9uJx5rZ7W6rhv0z0MbTP7Xpab_zj9Nntugqa7Q-cMdbVoPDdTIZ9B40n0NwBjllxX0XezDcp1UP_f5i0T2AvM_Iid9WMSBbGPvmg%3D%3D,Inland Empire Health Plans,,"Rancho Cucamonga, CA",Data Scientist (Telecommute CA. Resident),"Four or more (4+) years of experience in analytics, data science, and business intelligence. Experience in developing algorithms, predictive analytics, or statistical models. Experience in analyzing large data sets that have complex designs that are unstructured, structured, and semi-structured. Proven ability to facilitate cross-functional projects that depend on the contributions of others in a variety of disciplines. Fluency with data warehouse design practices, analytics, and visualization technologies. Experience in the use of statistical packages.

",character(0),In person,
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_83706fe1&cb=1678920214452&jobListingId=1008437713897&cpc=1AD9FB1E01C94A37&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-6ab217538d3e89a2--6NYlbfkN0CMBS5B041_Y8ZzbX96acfEwfe9nE43utDAET7SJzUSwSPEKzpXxrHRW0OtO8XNqizd_pqE3vWHo1-74rEkaezmPu_vOOu23D7Krw3z1cqQVmMk1ZTrwHzzcHgkT7-xaQ1Qy6DrISzD0Hx2Hth4h-q3hIXJ85qnvPMuW6yS2cYGM-wcnSnNzKYVu8dq1zPTf3H56o-juZi2icKCL7fG30EoFpzZ6oLD7UnUlPNCulUkEX-EqVPruxIyQ3WXKzSZRRVwh6-xCxT2jz7nyOR6Mj65-ccKTlQdQ6sL4xHCeG5GkryWMiA6JG6ThEwAdkgLb2mp3OJRayHn8-xd93acu9dmCAmJbHe64-vnGHTG5yfGrd4rjB4VaP7OPZf9YQcsJbFqnW05rHISVQ_5q0-Z4bSvZ_IhXI_jIRxZ76wcH77iSGv6TrDIXv_5FSe1PdPuNop9fwsAd9Rc_zEc-TsM-8MOqku557Kj_3o5xu4dmSPDnNWj9TqJ9Yd8gqRiHgPdSN2M8ia8IMeufMD1P_uI0cq5iA2T0HJzrqjMAqbqoSSUIb2GB3kQa9jgarN-5FOcT_rnTcGsxusxNt3K5EvDKZn0IX8yIDKjH7zpWggBybuxtFS1ARMyIUI5XB3gvUZEhkk_QB9LT1FvUA%3D%3D,Textron Aviation,,"Wichita, KS",Machine Learning Operations Engineer,"Excellent oral, interpersonal, and written communication skills
Strong programming skills in SQL and Python (other OOP languages also preferred)
Ability to create and schedule data pipelines (i.e. Apache Airflow, Azure Data Factory, MLFLow, etc)
Experience with cloud data lake/warehouse tech (i.e. Azure, Databricks, AWS, Snowflake, etc)
Experience with Python based ML libraries such as Scikit-Learn, Pandas, Numpy, Keras/Tensorflow, Pytorch, etc.is preferred
Experience with container-based software delivery through technologies such as Docker and Kubernetes
Familiarity with machine learning and deep learning concepts
Familiarity with big data parallel processing frameworks such as Apache Hadoop, Spark, Dask, is preferred
Linux and Windows OS experience including the command line
Comfortable with CI/CD processes in Github, Azure DevOps, etc.
Familiar with software development lifecycle, including waterfall, agile, DevOps, and DevSecOps methodologies
Action oriented and seizes opportunities
Strong analytical and problem-solving skills
Quickly grasps new concepts when faced with unfamiliar tasks
Professional and diplomatic demeanor",character(0),character(0),
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_d2da3e7d&cb=1678920214452&jobListingId=1008232376713&cpc=496C5EE6B32F83EE&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-c1e97b9a618170b7--6NYlbfkN0Ary0qFmdCB0fJzP6yo20VSBnMHiEDzxnbj6p900ThwXbFG10Fys7JX6oTMBjonedWC2cbaQjOF_Q1D8llFZtuBxdK51yfvAPOLkE01xEPtTAlN5DaF5j8x0bONPpDnmsHWonew0ZevUOt1KIV_hHT1PRUA6IIgEHJTzakMw51YMs2nyA3CIJL7szgwGTsoDcCnU9UxwxEMXVL-ioBx7Gws4qJk2xj-FLUPRhGWSrig-cTu233WwJzo37ob_k3YSca0AgN0HOgTLyTcRtTq-8o4u9eco0J6SWlqnE5FgAb0i7kndNMZKzgsf67W97foDeMmc8HH4bUjSw5cuUvHJk3IEM-wf9FnCvWFp4T1Nx4p6MSkwGgYaDiQP7Tm9ts26yzcJ4LIG8CgjMh5sFHkH8A-VPFcNbPX3BtshOzRGMqDVQTWx5T-lnvjeh0RuXXfkJvFPzp2rILEJJ5KQrKzqWHZzmc1O6ht4TwOao6yYxaHE9TsWbiajg-oYWYy3nklDkcTIUYVd2eHSm7wC_7cwWMqa5qCgvNJMzxX7PM1ODBh2_EJWLPUxHrVXoSIHDNr-3ou8HaZmrWO7np3TMxTA4LMIwVbNbe-qN4WMUNIiMJ5Qw9rgEjw5OpeGD7p30iUOptCU8Iu7eWDasnDZMnnp434Y_fNbIslsXdhFAm4PyGG4EhjrmKyRGNyPBCM2IXvJDuUAky5LAiLf-a66BhNXR5bfYgxay8ugVQwryPNqhsjmAMmsrDr-6HjJoCWDvfXll5MOsFK9bFG5euQPJMDlUuy2SrBeOXnfXtcHe9QHuL7fhsUdkCEv8U25ygtUQ54Mkcgu6ZqH0ZCtT3AuPLJ-EbzGHPLiTFaJVF6WOlLUoWaZKVk7JVkx7wiuGNWV7ccPPU%3D,Kum & Go,,"Des Moines, IA",Senior Data Analyst,"Excellent analytical, critical thinking, and problem-solving skills

High attention to detail and quality

Ability to manage multiple projects that are at various stages

Comfortable working both independently and collaborating in a team atmosphere

Strong desire to provide quality work while meeting critical deadlines

Highly skilled with statistical software and programming languages such as R, Python, SQL, and SAS and enabling statistical/data science packages such as pandas, scikit learn, H2O, caret, ggplot, and Spark.

Advanced knowledge of statistical (e.g., sampling, regression, PCA, time-series forecasting, hypothesis testing, design of experiments) and machine learning (e.g., neural network, random forest, GBM) techniques

Advanced knowledge of relational databases such as MS SQL Server, Oracle, and Teradata

Working knowledge of cloud technologies such as Azure or AWS",Senior,character(0),
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eda58fd2&cb=1678920214452&jobListingId=1008104107052&cpc=03F67E1B243A1AE3&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-77e9072776e0640e--6NYlbfkN0A1UtxlOJl6Y6F02-oTF9zwI-Nb9Dq9qDYX5XseiH9toUfXu3a75OfVg9vFsqgscdNWuA9QSsgLggEpbZOeGcgjoCNh6IyjuwII5gDY3c2uZXeJk0mDPN-fbvUQ6DFMH4Stj-AGiFz8UXPNAgeka_JN86_Ydem9U3K0ukw3cbplsXx0A8oMBmyTyDVOvj0o8Rg2-E-rpSnqDwbG7DEhQ5iLM74lNXVO5e1eks7KuPDVaj3xsNjIzemCbnS7kbuTPk7Jm_gFnEBtjzVGcGPzPk0jef8iqkoJRNL2-e4TL0O8Q5Z4tMBccYseZsLvcPJXIH-JOnPMsOI3zydO3T0jLGDeYaRJhWFgTQQpY8h7vvF81wnZrAcknNk2jBO_xgKRr1oWTsR7UsqOm6YPqcWCD-WNa4IyO_xToBakJVTFA6OL3vx4J6eRKb-cUdXfzTcZDcuYdmtkJiuZm7c-HGKNPDhP1ffWN8s8Wdm9C9KCpRqktXbdpB4FvTEPIEz_GYEn0puuNA6YVgpuuKFkRyf_P5kDczlRfLJMUDf_HMc7w3d9p67rzHxA9rRhUu79kwp05_IqJGANTUa8aRlS32Kt6UPPoMqwWlavaZY%3D,Novateur Research Solutions,,"Ashburn, VA",Machine Learning Scientist,"Masters or PhD. Degree in computer science, engineering, physics, applied mathematics or a related field.
Efficient and scalable algorithm design and problem solving skills.
Hands-on experience and proficiency in software prototyping.
Innovative researcher with passion for working on cutting-edge technologies.
Ability to work in a dynamic and fast-paced environment.
Team player with positive and collaborative mindset.
Excellent written and oral communication skills.
Strong record of research publications.
Our current focus areas include geospatial and spatiotemporal data mining, largescale microsimulation, medical image analysis, computer vision, and knowledge-based reasoning. Prior research in one or more of these areas is a plus.",character(0),"c(""Hybrid"", ""remote"")",
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_c84ea48b&cb=1678920214452&jobListingId=1008515047043&cpc=A0032DE20586B9BD&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-8654a73e7c43a980--6NYlbfkN0DeKde-pU_olD4YUrw_gjyRI1n-4QX0HDStiN2-PsFXQbNScsEQqavu_Pyy036DCeMMLyaJ8bpvi2Pa6H4Jus1-YaAZPLT3S5HxW2qkGbOw6wmsm0MrxQ7DVDBCcbvn0sCSdnwlmRwVFYZ_oeeH7MyoErtvYtZWCsh0-pMViGuaXsJkAf31lU1WtrZx6qFHH2rCOrxV0C51TiVmuqKEdcDoVZq6eaZhP8TejYacrsgbpXxGFoEFYbRW2BT32J833_X-B6YnGJX4vVCBYV1aoJjqDy__Djyct21VHxt8JD5Rm-IFaX2XjDg--kih2wBLeZ9g59OVXg3gUoYfQb41f_3J4jON4SYRE4ACPXtJ2L7n6jta0bt-cdToWJFObHnQA1YL7kFsLi-RRUtkDIZo4GMGChKriF-tSAWdq32-91HV3K_jWkyG0ES8Ylu_kwOiy58pFN_knMAbzyOl14ejTYbJM4527BG4ixqF59luD6vtYWRfxWBarDsWzKIl33SB6MZUCrqH4fpPsrcL-MnnsmBW5rQ6VlsmK6LNSamVpC66oS143X3b9SQXd1FgrnIm2fw42m7av7tQNUPztadr7_qEQ0k-ktgitDp3Hc5YfNtKnJ0Gf0YczrgJ1qEHcNw8smnTySt7wsVT2AvC8smj_6ej6fut095NeWTBrY9Iqgr8MkT9HS2j636iy6BcuRaFy8pqUhyrsREcMv770PKpRlL884-vms0KzXo%3D,CACI,,"Charlottesville, VA",Data Scientist,"Processing, cleaning, and tagging/labeling/parsing/indexing unstructured, semi-structured, and structured classified and unclassified data sets.
Developing research designs (including formulating testable questions, identifying and defining key concept and variables, and matching appropriate methods to problems).
Developing models and simulations of real and theoretical systems and processes.
Data analysis and modeling (including manipulating datasets and interpreting findings using a mix of programs (such as R, Python, Matlab, Excel), environments (such as cloud computing and HPC), and techniques (e.g. text and pattern analysis, natural language processing, supervised and unsupervised data clustering, classification, change/anomaly detection, time-series, regression, geospatial, and/or social network analysis).
Develop process flows, visualizations, and technical publications designed for both technical and non-technical audiences.
Contribute to data-driven all-source analysis, assessment, and decision making and implement innovative methodologies which enhance production and dissemination activities.
Use text/web data analytics for establishing and expanding keyword searches and using bibliometric analysis tools to perform horizon scans and deep dives into identified S&T research fields
Provide knowledge/familiarity of technical language
Provide experience with Big Data (parallel processing power and options for handling analysis of data)
",character(0),character(0),
SimplyHired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsAAQALAAAAAAAAAAAAAAAB%2FIvUeQEBAQYAmareOoxWAcXf23ee%2FX9nk3XhnrVlM7WA&job=sS_CVD95UEmptfrV5pR6ijX7ADr_MACweJ9P-G0EzMd-EU4_7DNDrg,Federal Reserve Bank of New York,Bank,"New York , NY",Data Scientist,"Strong experience with data science deliverables including model development, prototyping, and model calibration to meet business needs.
 Demonstrated experience with maintenance of model performance and evaluation of newly trained models.
 Demonstrated experience building and optimizing big data pipelines.
 Demonstrated experience designing data and analytical strategies as well as communicating the vision to business stakeholders in support of the Data Analytics and Data Science practice lead.",NA,On Premise,NA
SimplyHired,https://www.simplyhired.com/search?q=data+scientist&l=New+York+&job=xJrVOReMU1k34BaCKRUiGeh7fgCzsJutl7rERWVTO0E_GzL9hpB5yg,BrainStation,Education institue,"New York, NY","Educator, Data Scientist","* 3-5+ years experience as a Data Scientist or Analytics professional and a Bachelor's degree relevant to the subject matter OR 8+ years work experience in the vocation
 * Strong command of querying and programming languages (SQL, R and python - numpy, pandas, sklearn, TensorFlow & Keras), and visualization tools (Excel, Tableau, matplotlib/seaborn/plotly in python packages
 * Experience applying various methods of numerical and categorical modelling techniques and supervised and unsupervised machine learning methods (OLS regression and GLMs, logistic regression, KNN, SVM, decision trees/random forest, clustering and cluster analysis, dimensionality reduction, neural networks)
 * Hands-on development experience working with version control systems (we use Git) and Big Data and Cloud platforms (Hadoop, Spark, Amazon Web Services (AWS), Google Cloud (GCP)) a strong asset regression and machine learning principles
 * Practical experience designing and applying data science processes to conduct experiments using a variety of tools and methods, and can speak to their complexities in a simple and logical manner
 * Experience building and leading technical teams
 * Experience in a teaching role, and are comfortable speaking to large groups and mentoring others on the job
 * A strong work ethic with the utmost integrity and desire to excel and succeed
 * An empathetic, inclusive, enthusiastic personality, and is someone who enjoys helping others and facilitating learning
 * A passion for teaching and mentoring others and creating positive learning experiences",Mid level,On Premise,3 years
SimplyHired,https://www.simplyhired.com/search?q=data+scientist&l=New+York+&job=NO4Tx3oyfggbTr8vz4_06X147LnN-Ay_XPzACokANiw2XFs6JDmEsA,CVS Health,Pharmacy,"New York, NY",Data Scientist,"Master’s degree (or foreign equivalent) in Computer Science, Data Science, Statistics, Mathematics, Analytics, or a related field and one (1) year of experience in each of the following: CI/CD, Jenkins, or GIT; Programming in R, Hadoop, or Python; XML, JSON, HTML, CSS, or JavaScript; REST, SOAP, or Web Service APIs; Writing clean, high quality, high performing, scalable code; Analyzing large data sets from multiple data sources; and Machine learning, statistical analysis, and predictive modeling",Entry Level,NA,1 year
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=New+York+&job=DQ73S7g20ld18UEYJN6tues9wnXEeJDH-1R6LVTRbKXbN4TdC-31mQ,PepsiCo,Food Industry,"New York , NY",eCommerce Senior Data Scientist,"Position requires a Master’s degree (U.S. or foreign equivalent) in Computer Science, Data Science, Data Analytics, Operations Research, or related field. Must have working knowledge of the following skills gained through coursework or experience: Python programming and machine learning libraries including scikit-learn, Git, shell script, and SQL; Scala or PySpark; Linear Algebra, Statistics, Probabilities, Mathematical programming, and Optimizations; end-to-end knowledge data science problems, including handling large-scale data with best practices and processing large- and small-scale data; AWS, Azure, Databricks, Google Cloud Platform, and Snowflake data science, and machine learning services; Non-structural data analyses and advanced modeling including text mining and image processing; deep learning frameworks including TensorFlow, Keras, and PyTorch; on time series analysis and anomaly detection; deploying and managing production-grade Big Data systems; mentoring junior data scientists; web scrapping and machine learning model deployment.",NA,Hybrid,NA
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=New+York+&job=J8GfPd_13aRt3bnU0NeuBlNDDQ2yTHgMXkbJ4WMjdZJHVAyOzZ2afQ,Capital One,Bank,"New York , NY","Manager, Machine Learning Engineering","Master's or doctoral degree in computer science, electrical engineering, mathematics, or a similar field
 
 3+ years of experience building production-ready data pipelines that feed ML models
 
 3+ years of on-the-job experience with an industry recognized ML framework such as scikit-learn, PyTorch, Dask, Spark, or TensorFlow
 
 2+ years of experience developing performant, resilient, and maintainable code
 
 2+ years of experience with data gathering and preparation for ML models
 
 1+ years of experience leading teams developing ML solutions using industry best practices, patterns, and automation
 
 1+ years of experience developing and deploying ML solutions in a public cloud such as AWS, Azure, or Google Cloud Platform
 
 Experience designing, implementing, and scaling complex data pipelines for ML models and evaluating their performance
 
 ML industry impact through conference presentations, papers, blog posts, open source contributions, or patents",NA,Remote,3 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=New+York+&cursor=AAsAAQALAAAAAAAAAAAAAAAB%2FIJqbQEBAQYQYmX0ixI7ryq9hH204mbzrlJqmgEe7g%3D%3D&job=X9fdw3Tirx2tLr4SGz0J7-2kii5oX3drNX7fOJ8GJPZVucbD4UlpvA,Deloitte,data science consulting firm,"New York , NY","Senior Software Engineer, AI/ML - SFL Scientific","Bachelor's or Master's degree in a STEM field or equivalent experience (Computer Science, Engineering, Physics etc.); Master's degree preferred
 4+ years of software development experience in python for data science applications
 2+ years of experience building software on top of major container technology (Kubernetes, Docker, or similar)
 Expert with modern software development best practices, CI/CD processes, and version control processes
 Expert in working with both on-prem and cloud environments such as AWS, Azure, GCP, etc.
 Proficient in additional programming languages such as, SQL, C/C++
 Live within commuting distance to one of Deloitte's consulting offices
 Excellent communication skills, both written and verbal
 Ability to travel 10%, on average, based on the work you do and the clients and industries/sectors you serve
 Limited immigration sponsorship may be available",,,4 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=New+Jersey&job=XoPJejkourRh_FsINc7zXYbOlakDqIsSU6qCkF7QsH3Mw6uuJtFgkA,Sanofi,Healthcare company,"Bridgewater, NJ",Senior Data Scientist,"5+ years or more experience in Data Scientist Role.
 
 Experience working in FMCG
 
 Experience using scripting languages such as Python or R, and common libraries such as scikit-learn, pandas, xgboost, etc.
 
 Experience applying & implementing solutions with the following data science concepts and domains: Classification, Regression, Deep Learning, NLP, Feature Engineering.
 
 3+ years of hands-on experience working with large scale data and advance analytics life cycle, including data discovery, business intelligence, data quality management, metadata management, and related disciplines.
 
 Hands-on experience with relational databases, data warehouses, operational data stores, in-memory databases, SQL and noSQL technologies and concepts.
 
 Experience in Bayesian models and Bayesian inference a plus.
 
 Experience in Marketing Mix Models a plus.
 
 Problem-solving skills, creative thinking, and ability to implement creative solutions that tackle business problems.",Mid-Senior level,NA,5 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&job=SmOGi52w_PgY8QksdoHf-74qyJFX_Tk-npPv6aKZWJ8U4ecKUJPTmw,Rockefeller University,University,"New York, NY",Director ( Data Science Resource Center),"M.S. required, Ph.D. preferred in data science, computer science, statistical genetics, or other related quantitative fields.
 
 A minimum of four years of experience with Python and/or R. At least two years of supervisory experience is needed.
 
 Must possess expert knowledge of concepts and techniques in machine learning AI, including decision trees, k-NN, linear regression, etc. Must possess expert knowledge of supervised and unsupervised learning methods, probabilistic graphical models, etc. Excellent communication and interpersonal skills.",Entry Level,On Premise,2~4 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsAAgAWAAAAAAAAAAAAAAAB%2FIbMVwEBAQcHPdRc6hOqBd%2F8emIxYn%2FXmI4jUOBOy%2FpEzlv%2Ff%2BSkusuP4FxZp5AZtQ%3D%3D&job=5VunIn5qp2rffEDSSOZcFXT9CpWjOh0OCDQh1pEmzuStOTys_MHD1g,Floodbase,climate tech start-up,"New York , NY",Climate Data Scientist,"B.S in a quantitative field with 5+ years of experience, or M.S. with 2+ years of experience, or PhD with 0+ years of experience.
 Expert level programming skills for environmental and climate modeling.
 Experience merging dynamic models with data.
 Apply machine learning, computational and/or statistical modeling for a diverse range of complex, high-dimensional problems.
 Work in a wide range of interdisciplinary disciplines, with some experience in geophysical science.
 Keep up with state-of-the-art modeling techniques, and identify practical approaches for scalable solutions to environmental problems.",NA,remote,NA
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsAAwAhAAAAAAAAAAAAAAAB%2FIbMVwEBAQcL5bFBTNDijVJBG%2FST6BjCXlXUpg0HHAdq7VEcUjB42XXq8eKDK0IcznSZpgfPkaMva4mCteejqQ%3D%3D&job=xYipjTuqpihr0MaHIc1tioILApTmWHllpvqw38X6SQByF4868T6Wpw,Warner Music Group,Music company,"New York, NY",Senior Data Analyst,"You have 2-3 years experience as a data analyst, with a focus on actionable insights and creative analyses
 You are comfortable creating a data narrative with compelling visualizations and actionable takeaways
 You have demonstrably strong analytical skills and problem-solving ability; portfolio of relevant work appreciated
 You are SQL proficient, with a comfortability navigating relational databases
 You have expertise with at least one BI tool such as Tableau, Looker, or similar
 Ability to synthesize data from multiple sources
 You enjoy being an independent operator who can employ critical thinking and problem solving, but knows how to use the resources at their disposal to get the job done
 You are relentlessly curious about what insights exist within large data sets, and the ability to communicate those insight to a non-technical audience",NA,Hybrid,NA
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsAAwAhAAAAAAAAAAAAAAAB%2FIbMVwEBAQcL5bFBTNDijVJBG%2FST6BjCXlXUpg0HHAdq7VEcUjB42XXq8eKDK0IcznSZpgfPkaMva4mCteejqQ%3D%3D&job=bi3qj022Gv-lnsiQI32A419UlVxNYSqClxmGBbvaMF6uAfKxThUYbg,Perchwell,Real estate company,"New York , NY",Senior Data Analyst,"4+ years of experience in data analytics, including at least 2 years of experience as a senior analyst (preferably leading junior analysts on projects)
 Ability to communicate insights to both technical and non-technical audiences
 Strong SQL & Python skills
 Previous experience in an AWS environment utilizing the breadth of tools available",,On Premise,4 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsAAwAhAAAAAAAAAAAAAAAB%2FIbMVwEBAQcL5bFBTNDijVJBG%2FST6BjCXlXUpg0HHAdq7VEcUjB42XXq8eKDK0IcznSZpgfPkaMva4mCteejqQ%3D%3D&job=Ms_wa8KI4lOxcgg6onxL2Mzx2ebSKbZ1iFlgJfnNsh6v9l1hgyBhBQ,JPMorgan Chase Bank,Bank,"New York , NY","VP, CB Assignments Data Scientist","Have a Master's degree or PhD in related field.
 5+ years of experience with an analytical programming language (R/Python preferred)
 5+ years of experience writing SQL (Teradata experience preferred)
 Like to focus on practically solving real business problems, not just boosting model performance curves
 Are a strong communicator who can translate technical topics into intuitive business language
 Have a track record of working with and influencing cross-functional business partners
 Are excited about working in a fast paced environment with the ability to deliver at a high level while juggling a large book of work",Mid to Senior level,NA,5 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsAAwAhAAAAAAAAAAAAAAAB%2FIbMVwEBAQcL5bFBTNDijVJBG%2FST6BjCXlXUpg0HHAdq7VEcUjB42XXq8eKDK0IcznSZpgfPkaMva4mCteejqQ%3D%3D&job=AU0gKeBV8SOKUgbl71O8s4KQpRRY3BYazVUASYEGjEG7hZNfN_O7Sg,NYC Health + Hospitals,public health care system,"New York , NY",Junior Data Scientist,"Python: 1 year (Required)
 SQL: 1 year (Required)
 R: 1 year (Required)
 Data science fundamentals (statistical analysis, data manipulation, modeling, visualization, transforming raw data into actionable business intelligence)
 Proficiency automating data processing tasks (scripting, including Python, R, Excel/Access/VBA, macros, or SQL)
 Database migration
 Working knowledge of data governance and ability to document processes, data models, and systems",Entry Level,NA,1 year
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABAAsAAAAAAAAAAAAAAAB%2FIbMVwECAQcSB0wzlGGnKCPO1n4OCCvtc%2BAM1Rin7qbi0RpR3WL1s4VRaEN0tct0Z415RACKbDL4lJY2Gjsjfwd9gu3Jn2yWDuugEQBaKA%3D%3D&job=h2cqBAlEoXihtD9i4XGKg9CrGmNYsl9-jTWKPhaVGyJaxTPsi90TJQ,Peloton,exercise equipment company,"New York , NY","Data Scientist, Product Analytics","BA/BS degree, preferably in a technical field
 Have 3+ years of overall experience in an analytics capacity with a focus on problem-solving and providing concrete insights; some experience conducting analysis with a product/UX focus is desirable (an advanced degree may contribute to years of experience)
 Have solid technical skills when it comes to data wrangling and handling large datasets: can use SQL for data extraction (including sophisticated joins, CTE, and query optimization), and have a solid understanding of Python syntax required for data cleaning and exploratory analysis (e.g. pandas, numpy)
 Have experience with A/B testing and have demonstrated experience designing and assessing experiments
 Have an understanding of statistics and data science methodologies (e.g. hypothesis testing, regressions, and other machine learning techniques such as clustering)
 Have proven experience defining and owning project success metrics
 Have a passion for data storytelling via decks and dashboards and a proven ability to efficiently relay your insights to non-technical audiences and senior leadership
 Comfortable handling your project timelines, prioritizing tasks with user and business impact in mind, assessing speed/precision tradeoffs, and proactively communicating project statuses to collaborators and teammates
 Work well collaboratively, both in a cross-functional context - with Product Managers, Project Managers, User Researchers, Designers, and Engineers - and as a part of joint research projects with Product Analytics teammates
 Are curious, ask good questions, are always excited to learn new methods, approaches, and perspectives, and are eager to investigate exciting trends in the data",0,0,3 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABAAsAAAAAAAAAAAAAAAB%2FIbMVwECAQcSBypyoo1udXHv%2FqNRuRkATd8uKL4fwPeS7s8k08VcW2fX9%2FaCIHGNzJcd9ndHqsv1HRLpcWY3%2Fj2faFi1oCBmDiA5JcQ%3D&job=JbOZZ0wJhtGRp5ax1Low__eL4vRD0jR_MvRMnenwxKYumEMiBoVnmw,Mount Sinai,Hospital,"New York , NY",Data Scientist/Bioinformatician,"The post holder will have a highly quantitative, computational background and be extremely familiar with managing, processing and analyzing large complex data sets of different types.
 Bachelor's in Computer Science, Science or related field
 The post holder will have strong skills and experience working in a Unix-based environmental, ideally involving the management of server space, and an excellent understanding big data science, preferably having performed research projects on large complex data.
 The ability to communicate clearly and present the structure and content of the data commons as it develops in the future will be critical, given the wide spectrum of investigators at Mount Sinai who will interact with the resource.
 The post holder should be able to work extremely well on their own and have the initiative and vision to take the Data Ark forwards in ways that will most empower science and medical advances at Mount Sinai",NA,On Premise,NA
